SNP	marker	chr	pos_cM	pos_bp
5_10363158	M3613	5	32.2	10363158
5_10603992	M3616	5	32.8	10603992
5_10774146	M3618	5	33.2	10774146
5_10866973	M3619	5	33.4	10866973
5_10988371	M3620	5	33.6	10988371
5_11050110	M3621	5	33.8	11050110
5_11133777	M3622	5	34	11133777
5_11217784	M3623	5	34.2	11217784
5_11303838	M3624	5	34.4	11303838
5_11377209	M3625	5	34.6	11377209
5_11447515	M3626	5	34.8	11447515
5_11562832	M3627	5	35	11562832
5_11747423	M3629	5	35.4	11747423
5_11824454	M3630	5	35.6	11824454
5_11918609	M3631	5	35.8	11918609
5_12017818	M3632	5	36	12017818
5_12186252	M3633	5	36.2	12186252
5_12247005	M3634	5	36.4	12247005
5_12283162	M3635	5	36.6	12283162
5_12319676	M3636	5	36.8	12319676
5_12355832	M3637	5	37	12355832
5_12391977	M3638	5	37.2	12391977
5_12463208	M3640	5	37.6	12463208
5_12550445	M3641	5	37.8	12550445
5_12698962	M3643	5	38.2	12698962
5_12806371	M3644	5	38.4	12806371
5_12837122	M3645	5	38.6	12837122
5_12930937	M3646	5	38.8	12930937
5_13028623	M3647	5	39	13028623
5_13121335	M3648	5	39.2	13121335
5_13214111	M3649	5	39.4	13214111
5_13306655	M3650	5	39.6	13306655
5_13479266	M3652	5	40	13479266
5_13564459	M3653	5	40.2	13564459
5_13657213	M3654	5	40.4	13657213
5_13748009	M3655	5	40.6	13748009
5_13840825	M3656	5	40.8	13840825
5_13934812	M3657	5	41	13934812
5_14043313	M3658	5	41.2	14043313
5_14123138	M3659	5	41.4	14123138
5_14172947	M3660	5	41.6	14172947
5_14266297	M3661	5	41.8	14266297
5_14354284	M3663	5	42.2	14354284
5_14410735	M3664	5	42.4	14410735
5_14478871	M3665	5	42.6	14478871
5_14541830	M3666	5	42.8	14541830
5_15025074	M3670	5	43.6	15025074
5_15081261	M3671	5	43.8	15081261
5_15178086	M3672	5	44	15178086
5_15257747	M3673	5	44.2	15257747
5_15392637	M3674	5	44.4	15392637
5_15421699	M3675	5	44.6	15421699
5_15477726	M3676	5	44.8	15477726
5_15605720	M3677	5	45	15605720
5_15681015	M3678	5	45.2	15681015
5_15829298	M3679	5	45.4	15829298
5_15970626	M3680	5	45.6	15970626
5_16138992	M3681	5	45.8	16138992
5_16284160	M3682	5	46	16284160
5_16468440	M3683	5	46.2	16468440
5_16589067	M3684	5	46.4	16589067
5_16722066	M3685	5	46.6	16722066
5_16901466	M3686	5	46.8	16901466
5_17115949	M3687	5	47	17115949
5_17327091	M3688	5	47.2	17327091
5_17544360	M3689	5	47.4	17544360
5_17736063	M3690	5	47.6	17736063
5_18606928	M3695	5	48.6	18606928
5_18826909	M3696	5	48.8	18826909
5_19024223	M3697	5	49	19024223
5_19228877	M3698	5	49.2	19228877
5_19439299	M3699	5	49.4	19439299
5_19644938	M3700	5	49.6	19644938
5_20068626	M3702	5	50	20068626
5_20243128	M3703	5	50.2	20243128
5_20472664	M3704	5	50.4	20472664
5_20676037	M3705	5	50.6	20676037
5_21013411	M3706	5	50.8	21013411
5_21385219	M3707	5	51	21385219
5_21835945	M3708	5	51.2	21835945
5_22077436	M3709	5	51.4	22077436
5_22402985	M3710	5	51.6	22402985
5_22554783	M3711	5	51.8	22554783
5_22708603	M3712	5	52	22708603
5_22857838	M3713	5	52.2	22857838
5_23041728	M3714	5	52.4	23041728
5_23181206	M3715	5	52.6	23181206
5_23317865	M3716	5	52.8	23317865
5_23479664	M3717	5	53	23479664
5_23606772	M3718	5	53.2	23606772
5_23782291	M3719	5	53.4	23782291
5_24504615	M3720	5	53.6	24504615
5_25278020	M3721	5	53.8	25278020
5_25838824	M3722	5	54	25838824
5_26444965	M3723	5	54.2	26444965
5_27063651	M3724	5	54.4	27063651
5_27680894	M3725	5	54.6	27680894
5_28835920	M3727	5	55	28835920
5_30056188	M3728	5	55.2	30056188
5_30311804	M3729	5	55.4	30311804
5_30828167	M3730	5	55.6	30828167
5_31383591	M3731	5	55.8	31383591
5_31979830	M3732	5	56	31979830
5_32320843	M3733	5	56.2	32320843
5_32480327	M3734	5	56.4	32480327
5_32789636	M3735	5	56.6	32789636
5_33014296	M3736	5	56.8	33014296
5_33267313	M3737	5	57	33267313
5_33814647	M3738	5	57.2	33814647
5_34481558	M3739	5	57.4	34481558
5_35464861	M3740	5	57.6	35464861
5_36529333	M3741	5	57.8	36529333
5_38147803	M3742	5	58	38147803
5_40415581	M3743	5	58.2	40415581
5_41387730	M3744	5	58.4	41387730
5_42384086	M3745	5	58.6	42384086
5_43368829	M3746	5	58.8	43368829
5_44362313	M3747	5	59	44362313
5_45402759	M3748	5	59.2	45402759
5_46391582	M3749	5	59.4	46391582
5_47502169	M3750	5	59.6	47502169
5_48483456	M3751	5	59.8	48483456
5_49544603	M3752	5	60	49544603
5_50489980	M3753	5	60.2	50489980
5_51447657	M3754	5	60.4	51447657
5_52449811	M3755	5	60.6	52449811
5_53452750	M3756	5	60.8	53452750
5_54481715	M3757	5	61	54481715
5_55523384	M3758	5	61.2	55523384
5_56410707	M3759	5	61.4	56410707
5_58551879	M3761	5	61.8	58551879
5_59483674	M3762	5	62	59483674
5_60365678	M3763	5	62.2	60365678
5_61080169	M3764	5	62.4	61080169
5_61455721	M3765	5	62.6	61455721
5_61831639	M3766	5	62.8	61831639
5_62612611	M3767	5	63	62612611
5_63079102	M3768	5	63.2	63079102
5_63890679	M3769	5	63.4	63890679
5_65037672	M3770	5	63.6	65037672
5_66026569	M3771	5	63.8	66026569
5_67188862	M3772	5	64	67188862
5_68361300	M3773	5	64.2	68361300
5_69273431	M3774	5	64.4	69273431
5_70180330	M3775	5	64.6	70180330
5_71086000	M3776	5	64.8	71086000
5_71527996	M3777	5	65	71527996
5_72023389	M3778	5	65.2	72023389
5_73462878	M3780	5	65.6	73462878
5_75275296	M3781	5	65.8	75275296
5_75988675	M3782	5	66	75988675
5_76740374	M3783	5	66.2	76740374
5_77480656	M3784	5	66.4	77480656
5_78188560	M3785	5	66.6	78188560
5_78935397	M3786	5	66.8	78935397
5_79630714	M3787	5	67	79630714
5_80327436	M3788	5	67.2	80327436
5_81273084	M3789	5	67.4	81273084
5_82475153	M3790	5	67.6	82475153
5_83528861	M3791	5	67.8	83528861
5_84529444	M3792	5	68	84529444
5_85174368	M3793	5	68.2	85174368
5_85971403	M3794	5	68.4	85971403
5_87114592	M3795	5	68.6	87114592
5_88451532	M3796	5	68.8	88451532
5_89680825	M3797	5	69	89680825
5_90989455	M3798	5	69.2	90989455
5_92899360	M3799	5	69.4	92899360
5_96557065	M3800	5	69.6	96557065
5_115749163	M3801	5	69.8	115749163
5_119954255	M3802	5	70	119954255
5_124424193	M3803	5	70.2	124424193
5_128707235	M3804	5	70.4	128707235
5_137135296	M3806	5	70.8	137135296
5_141339327	M3807	5	71	141339327
5_143950393	M3808	5	71.2	143950393
5_145831498	M3810	5	71.6	145831498
5_146813802	M3811	5	71.8	146813802
5_147819840	M3812	5	72	147819840
5_148816139	M3813	5	72.2	148816139
5_149954851	M3814	5	72.4	149954851
5_151314207	M3815	5	72.6	151314207
5_153902942	M3817	5	73	153902942
5_155343382	M3818	5	73.2	155343382
5_156654624	M3819	5	73.4	156654624
5_157970686	M3820	5	73.6	157970686
5_159282629	M3821	5	73.8	159282629
5_160566652	M3822	5	74	160566652
5_162585215	M3824	5	74.4	162585215
5_163057569	M3825	5	74.6	163057569
5_163553671	M3826	5	74.8	163553671
5_163925837	M3827	5	75	163925837
5_164362231	M3828	5	75.2	164362231
5_164788201	M3829	5	75.4	164788201
5_165403764	M3830	5	75.6	165403764
5_166006840	M3831	5	75.8	166006840
5_166599322	M3832	5	76	166599322
5_167743475	M3834	5	76.4	167743475
5_168326672	M3835	5	76.6	168326672
5_168786948	M3836	5	76.8	168786948
5_169101946	M3837	5	77	169101946
5_169732299	M3839	5	77.4	169732299
5_170030090	M3840	5	77.6	170030090
5_170381854	M3841	5	77.8	170381854
5_170679623	M3842	5	78	170679623
5_170978496	M3843	5	78.2	170978496
5_171186206	M3844	5	78.4	171186206
5_171421366	M3845	5	78.6	171421366
5_171667124	M3846	5	78.8	171667124
5_171887391	M3847	5	79	171887391
5_172094075	M3848	5	79.2	172094075
5_172311826	M3849	5	79.4	172311826
5_172645460	M3850	5	79.6	172645460
5_172827435	M3851	5	79.8	172827435
5_173024095	M3852	5	80	173024095
5_173226746	M3853	5	80.2	173226746
5_173425046	M3854	5	80.4	173425046
5_174983084	M3862	5	82	174983084
5_175201857	M3863	5	82.2	175201857
5_175411855	M3864	5	82.4	175411855
5_176075612	M3867	5	83	176075612
5_176499541	M3868	5	83.2	176499541
5_176684721	M3869	5	83.4	176684721
5_176878160	M3870	5	83.6	176878160
5_177058031	M3871	5	83.8	177058031
5_177629148	M3872	5	84	177629148
5_177976479	M3874	5	84.4	177976479
5_178107774	M3875	5	84.6	178107774
5_178500382	M3877	5	85	178500382
5_178615306	M3878	5	85.2	178615306
5_178779145	M3879	5	85.4	178779145
5_178973070	M3880	5	85.6	178973070
5_179164184	M3881	5	85.8	179164184
5_179507633	M3883	5	86.2	179507633
5_179705543	M3884	5	86.4	179705543
5_179815177	M3885	5	86.6	179815177
5_180062846	M3886	5	86.8	180062846
5_180251897	M3887	5	87	180251897
5_180558543	M3888	5	87.2	180558543
5_180826324	M3889	5	87.4	180826324
5_181209900	M3890	5	87.6	181209900
5_181521831	M3891	5	87.8	181521831
5_181829628	M3892	5	88	181829628
5_182171432	M3893	5	88.2	182171432
5_182493147	M3894	5	88.4	182493147
5_183356354	M3896	5	88.8	183356354
5_183666808	M3897	5	89	183666808
5_183963646	M3898	5	89.2	183963646
5_184350309	M3899	5	89.4	184350309
5_184652197	M3900	5	89.6	184652197
5_184936354	M3901	5	89.8	184936354
5_185267726	M3902	5	90	185267726
5_185975267	M3904	5	90.4	185975267
5_186614360	M3905	5	90.6	186614360
5_187387893	M3906	5	90.8	187387893
5_187834604	M3907	5	91	187834604
5_187954269	M3908	5	91.2	187954269
5_188082583	M3909	5	91.4	188082583
5_188212376	M3910	5	91.6	188212376
5_188423461	M3911	5	91.8	188423461
5_188601479	M3912	5	92	188601479
5_188670389	M3913	5	92.2	188670389
5_188852020	M3914	5	92.4	188852020
5_189017133	M3915	5	92.6	189017133
5_189200840	M3916	5	92.8	189200840
5_189337684	M3917	5	93	189337684
5_189523887	M3918	5	93.2	189523887
5_189665551	M3919	5	93.4	189665551
5_190224789	M3922	5	94	190224789
5_190400652	M3923	5	94.2	190400652
5_190790903	M3925	5	94.6	190790903
5_190982069	M3926	5	94.8	190982069
5_191152935	M3927	5	95	191152935
5_191318861	M3928	5	95.2	191318861
5_191496993	M3929	5	95.4	191496993
5_191964773	M3930	5	95.6	191964773
5_192328608	M3932	5	96	192328608
5_192647556	M3934	5	96.4	192647556
5_192817304	M3935	5	96.6	192817304
5_192991625	M3936	5	96.8	192991625
5_193243817	M3938	5	97.2	193243817
5_193494902	M3939	5	97.4	193494902
5_193637224	M3940	5	97.6	193637224
5_193794169	M3941	5	97.8	193794169
5_194003306	M3942	5	98	194003306
5_194265032	M3943	5	98.2	194265032
5_194603880	M3944	5	98.4	194603880
5_194915300	M3945	5	98.6	194915300
5_195195087	M3946	5	98.8	195195087
5_195462564	M3947	5	99	195462564
5_195721462	M3948	5	99.2	195721462
5_196068719	M3949	5	99.4	196068719
5_196270445	M3950	5	99.6	196270445
5_196623924	M3951	5	99.8	196623924
5_196961517	M3952	5	100	196961517
5_197073409	M3953	5	100.2	197073409
5_197191857	M3954	5	100.4	197191857
5_197307323	M3955	5	100.6	197307323
5_197423155	M3956	5	100.8	197423155
5_197540238	M3957	5	101	197540238
5_198053181	M3958	5	101.2	198053181
5_198474628	M3959	5	101.4	198474628
5_198911914	M3960	5	101.6	198911914
5_199280548	M3961	5	101.8	199280548
5_199540890	M3962	5	102	199540890
5_199791654	M3963	5	102.2	199791654
5_199951757	M3964	5	102.4	199951757
5_200212013	M3965	5	102.6	200212013
5_200842635	M3968	5	103.2	200842635
5_201090412	M3969	5	103.4	201090412
5_201348197	M3970	5	103.6	201348197
5_201597300	M3971	5	103.8	201597300
5_201868522	M3972	5	104	201868522
5_202132205	M3973	5	104.2	202132205
5_202456017	M3974	5	104.4	202456017
5_202673861	M3975	5	104.6	202673861
5_202963615	M3976	5	104.8	202963615
5_203219210	M3977	5	105	203219210
5_203498020	M3978	5	105.2	203498020
5_203748520	M3979	5	105.4	203748520
5_204017222	M3980	5	105.6	204017222
5_204377140	M3981	5	105.8	204377140
5_204558861	M3982	5	106	204558861
5_204691785	M3983	5	106.2	204691785
5_205091757	M3984	5	106.4	205091757
5_205519507	M3985	5	106.6	205519507
5_206004584	M3986	5	106.8	206004584
5_206113587	M3987	5	107	206113587
5_206273925	M3988	5	107.2	206273925
5_206397744	M3989	5	107.4	206397744
5_206514128	M3990	5	107.6	206514128
5_206662082	M3991	5	107.8	206662082
5_206782369	M3992	5	108	206782369
5_206914093	M3993	5	108.2	206914093
5_207144490	M3995	5	108.6	207144490
5_207424954	M3996	5	108.8	207424954
5_207818121	M3998	5	109.2	207818121
5_208370024	M4001	5	109.8	208370024
5_208635912	M4002	5	110	208635912
5_208828606	M4003	5	110.2	208828606
5_208986916	M4004	5	110.4	208986916
5_209123407	M4005	5	110.6	209123407
5_209231487	M4006	5	110.8	209231487
5_209376988	M4007	5	111	209376988
5_209441902	M4008	5	111.2	209441902
5_209553278	M4009	5	111.4	209553278
5_209660796	M4010	5	111.6	209660796
5_209714731	M4011	5	111.8	209714731
5_209817312	M4012	5	112	209817312
5_209861043	M4013	5	112.2	209861043
5_209904672	M4014	5	112.4	209904672
5_209948302	M4015	5	112.6	209948302
5_209996614	M4016	5	112.8	209996614
5_210040007	M4017	5	113	210040007
5_210591267	M4023	5	114.2	210591267
5_210692945	M4024	5	114.4	210692945
5_210789589	M4025	5	114.6	210789589
5_210889399	M4026	5	114.8	210889399
5_210969312	M4027	5	115	210969312
5_211057652	M4028	5	115.2	211057652
5_211076531	M4029	5	115.4	211076531
5_211136589	M4030	5	115.6	211136589
5_211196594	M4031	5	115.8	211196594
5_211262531	M4032	5	116	211262531
5_211322615	M4033	5	116.2	211322615
5_211382747	M4034	5	116.4	211382747
5_211442811	M4035	5	116.6	211442811
5_211502850	M4036	5	116.8	211502850
5_211562856	M4037	5	117	211562856
5_211622859	M4038	5	117.2	211622859
5_211682977	M4039	5	117.4	211682977
5_211742981	M4040	5	117.6	211742981
5_211802986	M4041	5	117.8	211802986
5_211862991	M4042	5	118	211862991
5_211923121	M4043	5	118.2	211923121
5_212007638	M4044	5	118.4	212007638
5_212068067	M4045	5	118.6	212068067
5_212127274	M4046	5	118.8	212127274
5_212151161	M4047	5	119	212151161
5_212244809	M4048	5	119.2	212244809
5_212483756	M4052	5	120	212483756
5_212556886	M4053	5	120.2	212556886
5_212615923	M4054	5	120.4	212615923
5_212675013	M4055	5	120.6	212675013
5_212735012	M4056	5	120.8	212735012
5_212795015	M4057	5	121	212795015
5_213153268	M4061	5	121.8	213153268
5_213213272	M4062	5	122	213213272
5_213273276	M4063	5	122.2	213273276
5_213333283	M4064	5	122.4	213333283
5_213393288	M4065	5	122.6	213393288
5_213469867	M4066	5	122.8	213469867
5_213531944	M4067	5	123	213531944
5_213590658	M4068	5	123.2	213590658
5_213662140	M4069	5	123.4	213662140
5_213762776	M4071	5	123.8	213762776
5_213801061	M4072	5	124	213801061
5_213863460	M4073	5	124.2	213863460
5_213925859	M4074	5	124.4	213925859
5_214061104	M4075	5	124.6	214061104
5_214073119	M4076	5	124.8	214073119
5_214128361	M4077	5	125	214128361
5_214193091	M4078	5	125.2	214193091
5_214263555	M4079	5	125.4	214263555
5_214339712	M4080	5	125.6	214339712
5_214405631	M4081	5	125.8	214405631
5_214479255	M4082	5	126	214479255
5_214564342	M4083	5	126.2	214564342
5_214775007	M4084	5	126.4	214775007
5_215001729	M4085	5	126.6	215001729
5_215262073	M4086	5	126.8	215262073
5_215503310	M4087	5	127	215503310
5_215565320	M4088	5	127.2	215565320
5_215614937	M4089	5	127.4	215614937
5_215668915	M4090	5	127.6	215668915
5_215779988	M4092	5	128	215779988
5_215890417	M4094	5	128.4	215890417
5_216004824	M4095	5	128.6	216004824
5_216028759	M4096	5	128.8	216028759
5_216055072	M4097	5	129	216055072
5_216130365	M4098	5	129.2	216130365
5_216186103	M4099	5	129.4	216186103
5_216241594	M4100	5	129.6	216241594
5_216297274	M4101	5	129.8	216297274
5_216475533	M4104	5	130.4	216475533
5_216534411	M4105	5	130.6	216534411
5_216591879	M4106	5	130.8	216591879
5_216647238	M4107	5	131	216647238
5_216710988	M4108	5	131.2	216710988
5_216766363	M4109	5	131.4	216766363
5_216835381	M4111	5	131.8	216835381
5_217017886	M4114	5	132.4	217017886
5_217065494	M4115	5	132.6	217065494
5_217117694	M4116	5	132.8	217117694
5_217165946	M4117	5	133	217165946
5_217243580	M4119	5	133.4	217243580
5_217291889	M4120	5	133.6	217291889
5_217337612	M4121	5	133.8	217337612
5_217405883	M4122	5	134	217405883
5_217436076	M4123	5	134.2	217436076
5_217456757	M4124	5	134.4	217456757
5_217532289	M4125	5	134.6	217532289
5_217580613	M4126	5	134.8	217580613
5_217647455	M4127	5	135	217647455
5_217706047	M4128	5	135.2	217706047
5_217752119	M4129	5	135.4	217752119
5_217796012	M4130	5	135.6	217796012
5_217836471	M4131	5	135.8	217836471
5_217893677	M4132	5	136	217893677
5_217941928	M4133	5	136.2	217941928
5_217992134	M4134	5	136.4	217992134
5_218040449	M4135	5	136.6	218040449
5_218088868	M4136	5	136.8	218088868
5_218191057	M4137	5	137	218191057
5_218344216	M4139	5	137.4	218344216
5_218432666	M4140	5	137.6	218432666
5_218517933	M4141	5	137.8	218517933
5_218564447	M4142	5	138	218564447
5_218608514	M4143	5	138.2	218608514
5_218652550	M4144	5	138.4	218652550
5_218703574	M4145	5	138.6	218703574
5_218746274	M4146	5	138.8	218746274
5_218788626	M4147	5	139	218788626
5_218827347	M4148	5	139.2	218827347
5_218868713	M4149	5	139.4	218868713
5_218912780	M4150	5	139.6	218912780
5_218957544	M4151	5	139.8	218957544
5_219001611	M4152	5	140	219001611
5_219045673	M4153	5	140.2	219045673
5_219132611	M4154	5	140.4	219132611
5_219176679	M4155	5	140.6	219176679
5_219219026	M4156	5	140.8	219219026
5_219263089	M4157	5	141	219263089
5_219399412	M4160	5	141.6	219399412
5_219443476	M4161	5	141.8	219443476
5_219487542	M4162	5	142	219487542
5_219530548	M4163	5	142.2	219530548
5_219592161	M4165	5	142.6	219592161
5_219636226	M4166	5	142.8	219636226
5_219697807	M4167	5	143	219697807
5_219741871	M4168	5	143.2	219741871
5_219785939	M4169	5	143.4	219785939
5_219830006	M4170	5	143.6	219830006
5_219874271	M4171	5	143.8	219874271
5_219920348	M4172	5	144	219920348
5_219964570	M4173	5	144.2	219964570
5_220008636	M4174	5	144.4	220008636
5_220052761	M4175	5	144.6	220052761
5_220144819	M4177	5	145	220144819
5_220228635	M4179	5	145.4	220228635
5_220273736	M4180	5	145.6	220273736
5_220317802	M4181	5	145.8	220317802
5_220361868	M4182	5	146	220361868
5_220405932	M4183	5	146.2	220405932
5_220449990	M4184	5	146.4	220449990
5_220493924	M4185	5	146.6	220493924
5_220537984	M4186	5	146.8	220537984
5_220582047	M4187	5	147	220582047
5_220626839	M4188	5	147.2	220626839
5_220676328	M4189	5	147.4	220676328
5_220721214	M4190	5	147.6	220721214
5_220765283	M4191	5	147.8	220765283
5_220809352	M4192	5	148	220809352
5_220853418	M4193	5	148.2	220853418
5_220897485	M4194	5	148.4	220897485
5_220941877	M4195	5	148.6	220941877
5_220985941	M4196	5	148.8	220985941
5_221003184	M4197	5	149	221003184
5_221050822	M4198	5	149.2	221050822
5_221094872	M4199	5	149.4	221094872
5_221138939	M4200	5	149.6	221138939
5_221183007	M4201	5	149.8	221183007
5_221227074	M4202	5	150	221227074
5_221271143	M4203	5	150.2	221271143
5_221315864	M4204	5	150.4	221315864
5_221359932	M4205	5	150.6	221359932
5_221403999	M4206	5	150.8	221403999
5_221433375	M4207	5	151	221433375
5_221484786	M4208	5	151.2	221484786
5_221592582	M4210	5	151.6	221592582
5_221627777	M4211	5	151.8	221627777
5_221681392	M4212	5	152	221681392
5_221767807	M4213	5	152.2	221767807
5_221899891	M4214	5	152.4	221899891
5_222028530	M4215	5	152.6	222028530
5_222170602	M4216	5	152.8	222170602
5_222299103	M4217	5	153	222299103
5_223302809	M4218	5	153.2	223302809
5_223385858	M4219	5	153.4	223385858
5_223466327	M4220	5	153.6	223466327
5_223536109	M4221	5	153.8	223536109
5_223597479	M4222	5	154	223597479
5_223685032	M4223	5	154.2	223685032
5_223716975	M4224	5	154.4	223716975
5_223902240	End5	5	155.559972450928	223902240
6_1	Start6	6	-1.68234155383911	1
6_3112047	M4226	6	-1.2	3112047
6_4402438	M4227	6	-1	4402438
6_6128970	M4228	6	-0.8	6128970
6_7299395	M4229	6	-0.6	7299395
6_8641304	M4230	6	-0.4	8641304
6_9906800	M4231	6	-0.2	9906800
6_19009210	M4250	6	3.6	19009210
6_19645147	M4251	6	3.8	19645147
6_20254940	M4252	6	4	20254940
6_21515140	M4254	6	4.4	21515140
6_22130214	M4255	6	4.6	22130214
6_25691379	M4256	6	4.8	25691379
6_26366870	M4257	6	5	26366870
6_27136760	M4258	6	5.2	27136760
6_27896208	M4259	6	5.4	27896208
6_28673463	M4260	6	5.6	28673463
6_29484712	M4261	6	5.8	29484712
6_30235485	M4262	6	6	30235485
6_30955978	M4263	6	6.2	30955978
6_31758935	M4264	6	6.4	31758935
6_32494967	M4265	6	6.6	32494967
6_33650730	M4266	6	6.8	33650730
6_35740519	M4268	6	7.2	35740519
6_36617021	M4269	6	7.4	36617021
6_37508561	M4270	6	7.6	37508561
6_41140069	M4272	6	8	41140069
6_48346652	M4273	6	8.2	48346652
6_56504453	M4274	6	8.4	56504453
6_61046701	M4275	6	8.6	61046701
6_63133974	M4276	6	8.8	63133974
6_65228860	M4277	6	9	65228860
6_69642712	M4279	6	9.4	69642712
6_73741563	M4281	6	9.8	73741563
6_80118164	M4284	6	10.4	80118164
6_81616621	M4285	6	10.6	81616621
6_84361132	M4287	6	11	84361132
6_85055076	M4288	6	11.2	85055076
6_85687983	M4289	6	11.4	85687983
6_86355089	M4290	6	11.6	86355089
6_86873521	M4291	6	11.8	86873521
6_87356701	M4292	6	12	87356701
6_87899050	M4293	6	12.2	87899050
6_87936649	M4294	6	12.4	87936649
6_88345515	M4295	6	12.6	88345515
6_88825804	M4296	6	12.8	88825804
6_89141107	M4297	6	13	89141107
6_89368859	M4298	6	13.2	89368859
6_89866934	M4300	6	13.6	89866934
6_90106054	M4301	6	13.8	90106054
6_90363961	M4302	6	14	90363961
6_90606612	M4303	6	14.2	90606612
6_90859339	M4304	6	14.4	90859339
6_91114027	M4306	6	14.8	91114027
6_91354343	M4307	6	15	91354343
6_91590719	M4308	6	15.2	91590719
6_91828243	M4309	6	15.4	91828243
6_92090805	M4310	6	15.6	92090805
6_92328737	M4311	6	15.8	92328737
6_92573340	M4312	6	16	92573340
6_92792473	M4313	6	16.2	92792473
6_92984907	M4314	6	16.4	92984907
6_93229461	M4315	6	16.6	93229461
6_93449441	M4316	6	16.8	93449441
6_93706842	M4317	6	17	93706842
6_93970591	M4318	6	17.2	93970591
6_94221403	M4319	6	17.4	94221403
6_94482619	M4320	6	17.6	94482619
6_94716194	M4321	6	17.8	94716194
6_94976029	M4322	6	18	94976029
6_95197059	M4323	6	18.2	95197059
6_95461116	M4324	6	18.4	95461116
6_95806704	M4325	6	18.6	95806704
6_95952805	M4326	6	18.8	95952805
6_96106699	M4327	6	19	96106699
6_96306149	M4328	6	19.2	96306149
6_96458943	M4329	6	19.4	96458943
6_96599607	M4330	6	19.6	96599607
6_96755893	M4331	6	19.8	96755893
6_96908051	M4332	6	20	96908051
6_97055924	M4333	6	20.2	97055924
6_97211175	M4334	6	20.4	97211175
6_97368022	M4335	6	20.6	97368022
6_97529684	M4336	6	20.8	97529684
6_97683119	M4337	6	21	97683119
6_97827209	M4338	6	21.2	97827209
6_97968517	M4339	6	21.4	97968517
6_98199440	M4340	6	21.6	98199440
6_98399500	M4341	6	21.8	98399500
6_98543022	M4342	6	22	98543022
6_98804861	M4343	6	22.2	98804861
6_99043817	M4344	6	22.4	99043817
6_99286193	M4345	6	22.6	99286193
6_99522710	M4346	6	22.8	99522710
6_99762966	M4347	6	23	99762966
6_99981048	M4348	6	23.2	99981048
6_100250074	M4349	6	23.4	100250074
6_100495815	M4350	6	23.6	100495815
6_100969815	M4352	6	24	100969815
6_101479993	M4354	6	24.4	101479993
6_101703445	M4355	6	24.6	101703445
6_101991197	M4356	6	24.8	101991197
6_102207152	M4357	6	25	102207152
6_102953514	M4359	6	25.4	102953514
6_103188915	M4360	6	25.6	103188915
6_103449218	M4361	6	25.8	103449218
6_103710119	M4362	6	26	103710119
6_103950912	M4363	6	26.2	103950912
6_104435101	M4364	6	26.4	104435101
6_104541518	M4365	6	26.6	104541518
6_104986178	M4367	6	27	104986178
6_105232236	M4368	6	27.2	105232236
6_105468489	M4369	6	27.4	105468489
6_105658113	M4370	6	27.6	105658113
6_105749533	M4371	6	27.8	105749533
6_105841566	M4372	6	28	105841566
6_105946112	M4373	6	28.2	105946112
6_106023990	M4374	6	28.4	106023990
6_106562616	M4376	6	28.8	106562616
6_107080453	M4377	6	29	107080453
6_107317687	M4378	6	29.2	107317687
6_107596090	M4379	6	29.4	107596090
6_107999874	M4380	6	29.6	107999874
6_108327735	M4381	6	29.8	108327735
6_108658879	M4382	6	30	108658879
6_109006126	M4383	6	30.2	109006126
6_109318165	M4384	6	30.4	109318165
6_109675272	M4385	6	30.6	109675272
6_110002975	M4386	6	30.8	110002975
6_111622491	M4387	6	31	111622491
6_111895273	M4388	6	31.2	111895273
6_112270306	M4389	6	31.4	112270306
6_112606678	M4390	6	31.6	112606678
6_112948135	M4391	6	31.8	112948135
6_113282158	M4392	6	32	113282158
6_113621349	M4393	6	32.2	113621349
6_113957312	M4394	6	32.4	113957312
6_114234662	M4395	6	32.6	114234662
6_114631107	M4396	6	32.8	114631107
6_115744853	M4414	6	36.4	115744853
6_115827920	M4415	6	36.6	115827920
6_115909360	M4416	6	36.8	115909360
6_115988918	M4417	6	37	115988918
6_116071746	M4418	6	37.2	116071746
6_116152477	M4419	6	37.4	116152477
6_116254884	M4420	6	37.6	116254884
6_116425028	M4422	6	38	116425028
6_116498565	M4423	6	38.2	116498565
6_116573373	M4424	6	38.4	116573373
6_116838391	M4427	6	39	116838391
6_116910847	M4428	6	39.2	116910847
6_117002408	M4429	6	39.4	117002408
6_117091637	M4430	6	39.6	117091637
6_117167465	M4431	6	39.8	117167465
6_117264189	M4432	6	40	117264189
6_117331598	M4433	6	40.2	117331598
6_117365170	M4434	6	40.4	117365170
6_117502341	M4435	6	40.6	117502341
6_117594504	M4436	6	40.8	117594504
6_117685915	M4437	6	41	117685915
6_117791338	M4438	6	41.2	117791338
6_119102116	M4439	6	41.4	119102116
6_119891473	M4440	6	41.6	119891473
6_120668557	M4441	6	41.8	120668557
6_121175627	M4442	6	42	121175627
6_121330188	M4443	6	42.2	121330188
6_121483269	M4444	6	42.4	121483269
6_121754443	M4446	6	42.8	121754443
6_121905644	M4447	6	43	121905644
6_122056605	M4448	6	43.2	122056605
6_122429908	M4449	6	43.4	122429908
6_122811884	M4450	6	43.6	122811884
6_123129480	M4451	6	43.8	123129480
6_123531570	M4452	6	44	123531570
6_124048719	M4453	6	44.2	124048719
6_124533055	M4454	6	44.4	124533055
6_125694118	M4456	6	44.8	125694118
6_126246543	M4457	6	45	126246543
