"ID"	"RI_ACCESSION"	"popN"	"family"	"ind"	"lane"	"pop_fam_ind"	"library_ID"	"platform"	"instrument_model"	"fastq1"	"fastq2"
"HILO302"	"RIMME0034"	34	"B"	"i"	9	"RIMME0034_B_i"	"HILO302_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO302_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO302_2.fq.gz"
"HILO303"	"RIMME0026"	26	"G"	"i"	9	"RIMME0026_G_i"	"HILO303_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO303_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO303_2.fq.gz"
"HILO304"	"RIMMA0362"	362	"E"	"i"	9	"RIMMA0362_E_i"	"HILO304_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO304_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO304_2.fq.gz"
"HILO305"	"RIMMA0374"	374	"C"	"i"	9	"RIMMA0374_C_i"	"HILO305_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO305_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO305_2.fq.gz"
"HILO306"	"RIMME0026"	26	"F"	"i"	9	"RIMME0026_F_i"	"HILO306_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO306_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO306_2.fq.gz"
"HILO307"	"RIMMA0360"	360	"G"	"i"	9	"RIMMA0360_G_i"	"HILO307_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO307_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO307_2.fq.gz"
"HILO308"	"RIMME0023"	23	"G"	"i"	9	"RIMME0023_G_i"	"HILO308_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO308_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO308_2.fq.gz"
"HILO309"	"RIMME0021"	21	"J"	"i"	9	"RIMME0021_J_i"	"HILO309_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO309_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO309_2.fq.gz"
"HILO310"	"RIMME0018"	18	"O"	"i"	9	"RIMME0018_O_i"	"HILO310_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO310_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO310_2.fq.gz"
"HILO311"	"RIMME0022"	22	"H"	"i"	9	"RIMME0022_H_i"	"HILO311_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO311_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO311_2.fq.gz"
"HILO312"	"RIMME0029"	29	"S"	"i"	9	"RIMME0029_S_i"	"HILO312_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO312_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO312_2.fq.gz"
"HILO313"	"RIMME0031"	31	"F"	"i"	9	"RIMME0031_F_i"	"HILO313_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO313_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO313_2.fq.gz"
"HILO314"	"RIMMA0360"	360	"F"	"i"	9	"RIMMA0360_F_i"	"HILO314_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO314_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO314_2.fq.gz"
"HILO315"	"RIMME0024"	24	"C"	"i"	9	"RIMME0024_C_i"	"HILO315_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO315_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO315_2.fq.gz"
"HILO316"	"RIMME0024"	24	"O"	"i"	9	"RIMME0024_O_i"	"HILO316_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO316_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO316_2.fq.gz"
"HILO317"	"RIMMA0363"	363	"D"	"i"	9	"RIMMA0363_D_i"	"HILO317_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO317_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO317_2.fq.gz"
"HILO318"	"RIMMA0371"	371	"A"	"i"	9	"RIMMA0371_A_i"	"HILO318_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO318_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO318_2.fq.gz"
"HILO319"	"RIMME0019"	19	"K"	"i"	9	"RIMME0019_K_i"	"HILO319_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO319_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO319_2.fq.gz"
"HILO320"	"RIMME0035"	35	"C"	"i"	9	"RIMME0035_C_i"	"HILO320_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO320_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO320_2.fq.gz"
"HILO321"	"RIMME0024"	24	"M"	"i"	9	"RIMME0024_M_i"	"HILO321_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO321_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO321_2.fq.gz"
"HILO322"	"RIMME0028"	28	"F"	"i"	9	"RIMME0028_F_i"	"HILO322_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO322_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO322_2.fq.gz"
"HILO323"	"RIMME0023"	23	"I"	"i"	9	"RIMME0023_I_i"	"HILO323_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO323_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO323_2.fq.gz"
"HILO324"	"RIMME0029"	29	"T"	"i"	9	"RIMME0029_T_i"	"HILO324_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO324_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO324_2.fq.gz"
"HILO325"	"RIMME0018"	18	"L"	"i"	9	"RIMME0018_L_i"	"HILO325_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO325_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO325_2.fq.gz"
"HILO326"	"RIMME0028"	28	"C"	"i"	9	"RIMME0028_C_i"	"HILO326_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO326_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO326_2.fq.gz"
"HILO327"	"RIMME0020"	20	"Q"	"i"	9	"RIMME0020_Q_i"	"HILO327_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO327_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO327_2.fq.gz"
"HILO328"	"RIMME0031"	31	"C"	"i"	9	"RIMME0031_C_i"	"HILO328_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO328_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO328_2.fq.gz"
"HILO329"	"RIMMA0360"	360	"A"	"i"	9	"RIMMA0360_A_i"	"HILO329_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO329_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO329_2.fq.gz"
"HILO330"	"RIMMA0367"	367	"E"	"i"	9	"RIMMA0367_E_i"	"HILO330_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO330_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO330_2.fq.gz"
"HILO331"	"RIMMA0368"	368	"A"	"i"	9	"RIMMA0368_A_i"	"HILO331_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO331_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO331_2.fq.gz"
"HILO332"	"RIMME0025"	25	"M"	"i"	9	"RIMME0025_M_i"	"HILO332_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO332_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO332_2.fq.gz"
"HILO333"	"RIMMA0362"	362	"F"	"i"	9	"RIMMA0362_F_i"	"HILO333_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO333_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO333_2.fq.gz"
"HILO334"	"RIMME0019"	19	"L"	"i"	9	"RIMME0019_L_i"	"HILO334_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO334_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO334_2.fq.gz"
"HILO335"	"RIMME0031"	31	"I"	"i"	9	"RIMME0031_I_i"	"HILO335_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO335_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO335_2.fq.gz"
"HILO336"	"RIMMA0361"	361	"A"	"i"	9	"RIMMA0361_A_i"	"HILO336_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO336_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO336_2.fq.gz"
"HILO337"	"RIMME0020"	20	"N"	"i"	9	"RIMME0020_N_i"	"HILO337_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO337_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO337_2.fq.gz"
"HILO338"	"RIMMA0366"	366	"B"	"i"	9	"RIMMA0366_B_i"	"HILO338_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO338_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO338_2.fq.gz"
"HILO339"	"RIMMA0360"	360	"M"	"i"	9	"RIMMA0360_M_i"	"HILO339_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO339_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO339_2.fq.gz"
"HILO340"	"RIMMA0362"	362	"G"	"i"	9	"RIMMA0362_G_i"	"HILO340_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO340_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO340_2.fq.gz"
"HILO341"	"RIMMA0366"	366	"K"	"i"	9	"RIMMA0366_K_i"	"HILO341_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO341_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO341_2.fq.gz"
"HILO342"	"RIMMA0365"	365	"B"	"i"	9	"RIMMA0365_B_i"	"HILO342_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO342_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO342_2.fq.gz"
"HILO343"	"RIMMA0360"	360	"I"	"i"	9	"RIMMA0360_I_i"	"HILO343_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO343_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO343_2.fq.gz"
"HILO344"	"RIMME0025"	25	"H"	"i"	9	"RIMME0025_H_i"	"HILO344_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO344_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO344_2.fq.gz"
"HILO345"	"RIMME0034"	34	"M"	"i"	9	"RIMME0034_M_i"	"HILO345_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO345_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO345_2.fq.gz"
"HILO346"	"RIMMA0361"	361	"J"	"i"	9	"RIMMA0361_J_i"	"HILO346_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO346_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO346_2.fq.gz"
"HILO347"	"RIMMA0361"	361	"F"	"i"	9	"RIMMA0361_F_i"	"HILO347_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO347_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO347_2.fq.gz"
"HILO348"	"RIMME0020"	20	"B"	"i"	9	"RIMME0020_B_i"	"HILO348_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO348_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO348_2.fq.gz"
"HILO349"	"RIMME0029"	29	"B"	"i"	9	"RIMME0029_B_i"	"HILO349_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO349_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO349_2.fq.gz"
"HILO350"	"RIMME0029"	29	"Q"	"i"	9	"RIMME0029_Q_i"	"HILO350_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO350_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO350_2.fq.gz"
"HILO351"	"RIMMA0362"	362	"C"	"i"	9	"RIMMA0362_C_i"	"HILO351_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO351_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO351_2.fq.gz"
"HILO352"	"RIMME0031"	31	"K"	"i"	9	"RIMME0031_K_i"	"HILO352_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO352_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO352_2.fq.gz"
"HILO353"	"RIMMA0374"	374	"I"	"i"	9	"RIMMA0374_I_i"	"HILO353_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO353_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO353_2.fq.gz"
"HILO354"	"RIMMA0373"	373	"F"	"i"	9	"RIMMA0373_F_i"	"HILO354_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO354_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO354_2.fq.gz"
"HILO355"	"RIMME0022"	22	"G"	"i"	9	"RIMME0022_G_i"	"HILO355_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO355_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO355_2.fq.gz"
"HILO356"	"RIMMA0368"	368	"E"	"i"	9	"RIMMA0368_E_i"	"HILO356_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO356_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO356_2.fq.gz"
"HILO357"	"RIMMA0368"	368	"H"	"i"	9	"RIMMA0368_H_i"	"HILO357_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO357_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO357_2.fq.gz"
"HILO358"	"RIMME0018"	18	"N"	"i"	9	"RIMME0018_N_i"	"HILO358_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO358_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO358_2.fq.gz"
"HILO359"	"RIMME0030"	30	"P"	"i"	9	"RIMME0030_P_i"	"HILO359_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO359_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO359_2.fq.gz"
"HILO360"	"RIMME0026"	26	"N"	"i"	9	"RIMME0026_N_i"	"HILO360_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO360_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO360_2.fq.gz"
"HILO361"	"RIMMA0369"	369	"G"	"i"	9	"RIMMA0369_G_i"	"HILO361_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO361_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO361_2.fq.gz"
"HILO362"	"RIMME0020"	20	"P"	"i"	9	"RIMME0020_P_i"	"HILO362_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO362_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO362_2.fq.gz"
"HILO363"	"RIMME0022"	22	"F"	"i"	9	"RIMME0022_F_i"	"HILO363_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO363_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO363_2.fq.gz"
"HILO364"	"RIMME0019"	19	"J"	"i"	9	"RIMME0019_J_i"	"HILO364_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO364_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO364_2.fq.gz"
"HILO365"	"RIMME0024"	24	"A"	"i"	9	"RIMME0024_A_i"	"HILO365_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO365_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO365_2.fq.gz"
"HILO369"	"RIMMA0370"	370	"B"	"i"	9	"RIMMA0370_B_i"	"HILO369_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO369_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO369_2.fq.gz"
"HILO370"	"RIMME0029"	29	"J"	"i"	9	"RIMME0029_J_i"	"HILO370_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO370_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO370_2.fq.gz"
"HILO371"	"RIMME0034"	34	"K"	"i"	9	"RIMME0034_K_i"	"HILO371_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO371_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO371_2.fq.gz"
"HILO372"	"RIMME0023"	23	"A"	"i"	9	"RIMME0023_A_i"	"HILO372_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO372_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO372_2.fq.gz"
"HILO375"	"RIMME0034"	34	"O"	"i"	9	"RIMME0034_O_i"	"HILO375_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO375_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO375_2.fq.gz"
"HILO376"	"RIMMA0366"	366	"G"	"i"	9	"RIMMA0366_G_i"	"HILO376_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO376_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO376_2.fq.gz"
"HILO377"	"RIMME0028"	28	"D"	"i"	9	"RIMME0028_D_i"	"HILO377_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO377_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO377_2.fq.gz"
"HILO378"	"RIMMA0360"	360	"J"	"i"	9	"RIMMA0360_J_i"	"HILO378_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO378_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO378_2.fq.gz"
"HILO379"	"RIMME0020"	20	"E"	"i"	9	"RIMME0020_E_i"	"HILO379_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO379_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO379_2.fq.gz"
"HILO380"	"RIMMA0365"	365	"I"	"i"	9	"RIMMA0365_I_i"	"HILO380_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO380_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO380_2.fq.gz"
"HILO381"	"RIMME0019"	19	"N"	"i"	9	"RIMME0019_N_i"	"HILO381_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO381_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO381_2.fq.gz"
"HILO382"	"RIMME0022"	22	"O"	"i"	9	"RIMME0022_O_i"	"HILO382_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO382_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO382_2.fq.gz"
"HILO383"	"RIMMA0362"	362	"A"	"i"	9	"RIMMA0362_A_i"	"HILO383_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO383_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO383_2.fq.gz"
"HILO384"	"RIMMA0369"	369	"E"	"i"	9	"RIMMA0369_E_i"	"HILO384_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO384_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO384_2.fq.gz"
"HILO385"	"RIMMA0367"	367	"G"	"i"	9	"RIMMA0367_G_i"	"HILO385_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO385_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO385_2.fq.gz"
"HILO386"	"RIMMA0370"	370	"C"	"i"	9	"RIMMA0370_C_i"	"HILO386_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO386_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO386_2.fq.gz"
"HILO387"	"RIMME0026"	26	"I"	"i"	9	"RIMME0026_I_i"	"HILO387_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO387_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO387_2.fq.gz"
"HILO389"	"RIMME0034"	34	"G"	"i"	9	"RIMME0034_G_i"	"HILO389_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO389_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO389_2.fq.gz"
"HILO390"	"RIMMA0365"	365	"H"	"i"	9	"RIMMA0365_H_i"	"HILO390_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO390_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO390_2.fq.gz"
"HILO391"	"RIMMA0363"	363	"I"	"i"	9	"RIMMA0363_I_i"	"HILO391_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO391_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO391_2.fq.gz"
"HILO392"	"RIMMA0367"	367	"A"	"i"	9	"RIMMA0367_A_i"	"HILO392_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO392_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO392_2.fq.gz"
"HILO393"	"RIMME0022"	22	"N"	"i"	9	"RIMME0022_N_i"	"HILO393_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO393_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO393_2.fq.gz"
"HILO394"	"RIMME0023"	23	"K"	"i"	9	"RIMME0023_K_i"	"HILO394_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO394_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO394_2.fq.gz"
"HILO395"	"RIMME0030"	30	"O"	"i"	9	"RIMME0030_O_i"	"HILO395_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO395_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO395_2.fq.gz"
"HILO396"	"RIMMA0369"	369	"D"	"i"	10	"RIMMA0369_D_i"	"HILO396_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO396_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO396_2.fq.gz"
"HILO397"	"RIMME0021"	21	"M"	"i"	10	"RIMME0021_M_i"	"HILO397_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO397_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO397_2.fq.gz"
"HILO398"	"RIMMA0365"	365	"A"	"i"	10	"RIMMA0365_A_i"	"HILO398_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO398_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO398_2.fq.gz"
"HILO399"	"RIMMA0371"	371	"H"	"i"	10	"RIMMA0371_H_i"	"HILO399_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO399_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO399_2.fq.gz"
"HILO400"	"RIMMA0361"	361	"D"	"i"	10	"RIMMA0361_D_i"	"HILO400_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO400_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO400_2.fq.gz"
"HILO401"	"RIMME0026"	26	"D"	"i"	10	"RIMME0026_D_i"	"HILO401_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO401_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO401_2.fq.gz"
"HILO402"	"RIMME0022"	22	"D"	"i"	10	"RIMME0022_D_i"	"HILO402_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO402_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO402_2.fq.gz"
"HILO403"	"RIMME0029"	29	"O"	"i"	10	"RIMME0029_O_i"	"HILO403_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO403_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO403_2.fq.gz"
"HILO404"	"RIMME0030"	30	"S"	"i"	10	"RIMME0030_S_i"	"HILO404_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO404_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO404_2.fq.gz"
