sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
HILO200	HILO200_L005	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO200_L005_1.fq.gz	HILO200_L005_2.fq.gz
HILO201	HILO201_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO201_L006_1.fq.gz	HILO201_L006_2.fq.gz
HILO202	HILO202_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO202_L006_1.fq.gz	HILO202_L006_2.fq.gz
HILO203	HILO203_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO203_L006_1.fq.gz	HILO203_L006_2.fq.gz
HILO206	HILO206_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO206_L006_1.fq.gz	HILO206_L006_2.fq.gz
HILO207	HILO207_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO207_L006_1.fq.gz	HILO207_L006_2.fq.gz
HILO208	HILO208_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO208_L006_1.fq.gz	HILO208_L006_2.fq.gz
HILO210	HILO210_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO210_L006_1.fq.gz	HILO210_L006_2.fq.gz
HILO211	HILO211_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO211_L006_1.fq.gz	HILO211_L006_2.fq.gz
HILO213	HILO213_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO213_L006_1.fq.gz	HILO213_L006_2.fq.gz
HILO215	HILO215_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO215_L006_1.fq.gz	HILO215_L006_2.fq.gz
HILO217	HILO217_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO217_L006_1.fq.gz	HILO217_L006_2.fq.gz
HILO218	HILO218_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO218_L006_1.fq.gz	HILO218_L006_2.fq.gz
HILO219	HILO219_L006	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 4000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO219_L006_1.fq.gz	HILO219_L006_2.fq.gz
HILO300	HILO300_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO300_L009_1.fq.gz	HILO300_L009_2.fq.gz
HILO301	HILO301_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO301_L009_1.fq.gz	HILO301_L009_2.fq.gz
HILO302	HILO302_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO302_L009_1.fq.gz	HILO302_L009_2.fq.gz
HILO303	HILO303_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO303_L009_1.fq.gz	HILO303_L009_2.fq.gz
HILO304	HILO304_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO304_L009_1.fq.gz	HILO304_L009_2.fq.gz
HILO305	HILO305_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO305_L009_1.fq.gz	HILO305_L009_2.fq.gz
HILO306	HILO306_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO306_L009_1.fq.gz	HILO306_L009_2.fq.gz
HILO307	HILO307_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO307_L009_1.fq.gz	HILO307_L009_2.fq.gz
HILO308	HILO308_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO308_L009_1.fq.gz	HILO308_L009_2.fq.gz
HILO309	HILO309_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO309_L009_1.fq.gz	HILO309_L009_2.fq.gz
HILO310	HILO310_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO310_L009_1.fq.gz	HILO310_L009_2.fq.gz
HILO311	HILO311_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO311_L009_1.fq.gz	HILO311_L009_2.fq.gz
HILO312	HILO312_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO312_L009_1.fq.gz	HILO312_L009_2.fq.gz
HILO313	HILO313_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO313_L009_1.fq.gz	HILO313_L009_2.fq.gz
HILO314	HILO314_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO314_L009_1.fq.gz	HILO314_L009_2.fq.gz
HILO315	HILO315_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO315_L009_1.fq.gz	HILO315_L009_2.fq.gz
HILO316	HILO316_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO316_L009_1.fq.gz	HILO316_L009_2.fq.gz
HILO317	HILO317_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO317_L009_1.fq.gz	HILO317_L009_2.fq.gz
HILO318	HILO318_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO318_L009_1.fq.gz	HILO318_L009_2.fq.gz
HILO319	HILO319_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO319_L009_1.fq.gz	HILO319_L009_2.fq.gz
HILO320	HILO320_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO320_L009_1.fq.gz	HILO320_L009_2.fq.gz
HILO321	HILO321_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO321_L009_1.fq.gz	HILO321_L009_2.fq.gz
HILO322	HILO322_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO322_L009_1.fq.gz	HILO322_L009_2.fq.gz
HILO323	HILO323_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO323_L009_1.fq.gz	HILO323_L009_2.fq.gz
HILO324	HILO324_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO324_L009_1.fq.gz	HILO324_L009_2.fq.gz
HILO325	HILO325_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO325_L009_1.fq.gz	HILO325_L009_2.fq.gz
HILO326	HILO326_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO326_L009_1.fq.gz	HILO326_L009_2.fq.gz
HILO327	HILO327_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO327_L009_1.fq.gz	HILO327_L009_2.fq.gz
HILO328	HILO328_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO328_L009_1.fq.gz	HILO328_L009_2.fq.gz
HILO329	HILO329_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO329_L009_1.fq.gz	HILO329_L009_2.fq.gz
HILO330	HILO330_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO330_L009_1.fq.gz	HILO330_L009_2.fq.gz
HILO331	HILO331_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO331_L009_1.fq.gz	HILO331_L009_2.fq.gz
HILO332	HILO332_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO332_L009_1.fq.gz	HILO332_L009_2.fq.gz
HILO333	HILO333_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO333_L009_1.fq.gz	HILO333_L009_2.fq.gz
HILO334	HILO334_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO334_L009_1.fq.gz	HILO334_L009_2.fq.gz
HILO335	HILO335_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO335_L009_1.fq.gz	HILO335_L009_2.fq.gz
HILO336	HILO336_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO336_L009_1.fq.gz	HILO336_L009_2.fq.gz
HILO337	HILO337_L009	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO337_L009_1.fq.gz	HILO337_L009_2.fq.gz
