 RI_ACCESSION , GENUS        , SPECIES      , ACP          , ACNO         , ACCID        , GEOCTY       , GEOSTA       , LAT          , LON          , ACELLO       , LOCALITY     , PEDIGREE     , SAMPSTAT     , SOURCE       , KERNELS      , NOTES        , FLAG         ,,,,,,,,,

RIMMA0673,Zea,mays subsp. mays,PI,483606,378542,,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: Central race: Cacahuacintle 2008ID: MEX_7,,,,,,,,,,

RIMMA0674,Zea,mays subsp. mays,PI,483617,378553,,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: Central race: Conico 2008ID: MEX_72\ EXHAUSTED,,,,,,,,,,

RIMMA0675,Zea,mays subsp. mays,NSL,287621,217120,,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: Central race: Conico 2008ID: PUE_109\ ,,,,,,,,,,

RIMMA0676,Zea,mays subsp. mays,PI,487867,382803,Mexico,Zacatecas,,,,Zacatecas,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: Central race: Chalqueno 2008ID: ZAC_4,,,,,,,,,,

RIMMA0677,Zea,mays subsp. mays,Ames,28476,715023,Mexico,Zacatecas,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: Northwest race: Conico_Norteno 2008ID: ZAC_12\ EXHAUSTED,,,,,,,,,,

RIMMA0678,Zea,mays subsp. mays,NSL,285833,214306,,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: West race: Conico_Norteno 2008ID: GTO_23,,,,,,,,,,

RIMMA0679,Zea,mays subsp. mays,Ames,28536,715083,Guatemala,Quezaltenango,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: West race: Salpor 2008ID: GUA_476,,,,,,,,,,

RIMMA0680,Zea,mays subsp. mays,Ames,28448,714995,Mexico,Jalisco,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: West race: Tabloncillo 2008ID: JAL_100\ 7 seeds left,,,,,,,,,,

RIMMA0681,Zea,mays subsp. mays,PI,628446,61848,Mexico,Jalisco,19.9333,,103.733,1800,Tapalpa.,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: West race: Serrano_de_Jalisco 2008ID: JAL_133,,,,,,,,,

RIMMA0682,Zea,mays subsp. mays,PI,484571,379507,Mexico,Jalisco,,,,Jalisco,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: West race: Tablilla_de_Ocho 2008ID: JAL_301\ EXHAUSTED,,,,,,,,,,

RIMMA0683,Zea,mays subsp. mays,PI,483568,378504,Mexico,Jalisco,,,,Jalisco,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: West race: Dulce_de_Jalisco 2008ID: JAL_78,,,,,,,,,,

RIMMA0684,Zea,mays subsp. mays,Ames,28482,715029,Mexico,Nayarit,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: West race: Bofo 2008ID: NAY_203,,,,,,,,,,

RIMMA0685,Zea,mays subsp. mays,NSL,287623,217124,,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: xHighMex_mixed race: Conico_Norteno 2008ID: AGS_7,,,,,,,,,,

RIMMA0686,Zea,mays subsp. mays,PI,484599,379535,Mexico,Puebla,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Highland Mexican subcluster: xHighMex_mixed race: Arrocillo_Amarillo 2008ID: PUE_91,,,,,,,,,,

RIMMA0687,Zea,mays subsp. mays,Ames,28473,715020,Mexico,Queretaro,,,,,,Traditional cultivar/landrace,Goodman,,"cluster: Highland Mexican subcluster: xHighMex_mixed race: Conico_Norteno 2008ID: QRO_2, accession has been exhausted, seed sent to double haploid facility in Ames, Iowa for highland/lowland",,,,,,,,,,

RIMMA0688,Zea,mays subsp. mays,PI,449483,344419,Brazil,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Brazilian race: Cateto 2008ID: CE_I,,,,,,,,,,

RIMMA0689,Zea,mays subsp. mays,PI,298523,683206,Brazil,,,,,,,Breeder's line,Goodman,,cluster: Tropical Lowland subcluster: Brazilian race: Dente_Riograndense_Rugoso 2008ID: RGS_IV,,,,,,,,,,

RIMMA0690,Zea,mays subsp. mays,PI,444946,339882,Colombia,Magdalena,,,250,Magdalena State,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Colombian 1 race: Puya 2008ID: MAG_390\ EXHAUSTED,,,,,,,,,,

RIMMA0691,Zea,mays subsp. mays,PI,445391,340327,Colombia,Santander,,,1098,Santander S. State,,Other,Goodman,,cluster: Tropical Lowland subcluster: Colombian 2 race: Cacao 2008ID: SAS_342\ EXHAUSTED,,,,,,,,,,

RIMMA0692,Zea,mays subsp. mays,Ames,28598,715145,Venezuela,Anzoategui,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Colombian 2 race: Guaribero 2008ID: VEN_653,,,,,,,,,,

RIMMA0693,Zea,mays subsp. mays,PI,487959,382895,Ecuador,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Cuban race: Cubano_Amarillo_Duro 2008ID: ECU_770,,,,,,,,,,

RIMMA0694,Zea,mays subsp. mays,Ames,28487,715034,Guatemala,Chiquimula,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Haitian/Guatemalan race: Nal_Tel_ATB 2008ID: GUA_220,,,,,,,,,,

RIMMA0695,Zea,mays subsp. mays,Ames,28567,715114,Guatemala,El Progreso,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Haitian/Guatemalan race: Tuxpeno 2008ID: GUA_456,,,,,,,,,,

RIMMA0696,Zea,mays subsp. mays,Ames,28568,715115,Guatemala,El Progreso,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Haitian/Guatemalan race: Tuxpeno 2008ID: GUA_460\ 7 seeds left,,,,,,,,,,

RIMMA0697,Zea,mays subsp. mays,PI,483890,378826,Haiti,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Haitian/Guatemalan race: Chandelle 2008ID: HTI_1,,,,,,,,,,

RIMMA0698,Zea,mays subsp. mays,PI,490982,385918,Mexico,Tamaulipas,,,,Tamaulipas,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Haitian/Guatemalan race: Raton 2008ID: TAM_25\ 2 seeds left,,,,,,,,,,

RIMMA0699,Zea,mays subsp. mays,Ames,28465,715012,Mexico,Chiapas,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Mexican Lowlands race: Vandeno 2008ID: CHS_112,,,,,,,,,,

RIMMA0700,Zea,mays subsp. mays,NSL,291626,220930,,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Mexican Lowlands race: Olotillo 2008ID: CHS_53\ EXHAUSTED,,,,,,,,,,

RIMMA0701,Zea,mays subsp. mays,PI,484808,379744,Mexico,Chiapas,,,,Chiapas,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Mexican Lowlands race: Olotillo 2008ID: CHS_81\ 7 seeds left,,,,,,,,,,

RIMMA0702,Zea,mays subsp. mays,Ames,28534,715081,Guatemala,Sacatepequez,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Mexican Lowlands race: Negro_de_Tierra_Caliente 2008ID: GUA_359\ 7 seeds left,,,,,,,,,,

RIMMA0703,Zea,mays subsp. mays,NSL,283390,210473,,,,,,"Mexico, Federal District\ ",,Traditional cultivar/landrace,Goodman,,"cluster: Tropical Lowland subcluster: Mexican Lowlands race: Nal_Tel 2008ID: YUC_7, seed sent to double haploid facility in Ames, Iowa for highland/lowland\ EXHAUSTED\ \ 20 ct ",,,,,,,,,,

RIMMA0704,Zea,mays subsp. mays,Ames,28623,715170,Venezuela,Portuguesa,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Venezuelan race: Tuxpeno 2008ID: VEN_598,,,,,,,,,,

RIMMA0705,Zea,mays subsp. mays,Ames,28631,715178,Venezuela,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Venezuelan race: Negrito 2008ID: VEN_673,,,,,,,,,,

RIMMA0706,Zea,mays subsp. mays,Ames,28615,715162,Venezuela,Yaracuy,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: Venezuelan race: Costeno 2008ID: VEN_843,,,,,,,,,,

RIMMA0707,Zea,mays subsp. mays,PI,487930,382866,Ecuador,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: xTropLow_mixed race: Tuxpeno 2008ID: ECU_604\ 7 seeds left,,,,,,,,,,

RIMMA0708,Zea,mays subsp. mays,PI,488376,383312,Ecuador,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: xTropLow_mixed race: YUNQUILLANO_F_ANDAQUI 2008ID: ECU_892\ 7 seeds left,,,,,,,,,,

RIMMA0709,Zea,mays subsp. mays,Ames,28452,714999,Mexico,Chiapas,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: xTropLowMixed race: Tehua 2008ID: CHS_159\ 7 seeds left,,,,,,,,,,

RIMMA0710,Zea,mays subsp. mays,PI,478988,373924,Mexico,Chiapas,,,,Chiapas,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: xTropLowMixed race: Tepecintle 2008ID: CHS_225\ 7 seeds left,,,,,,,,,,

RIMMA0711,Zea,mays subsp. mays,Ames,29075,37297,Mexico,Chiapas,,,1000,Finca Prusia.,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: xTropLowMixed race: Tehua 2008ID: CHS_29,,,,,,,,,,

RIMMA0712,Zea,mays subsp. mays,NSL,291696,221051,Guatemala,Baja Verapaz,,,,,,Other,Goodman,,cluster: Tropical Lowland subcluster: xTropLowMixed race: Oloton 2008ID: GUA_27\ 7 seeds left,,,,,,,,,,

RIMMA0713,Zea,mays subsp. mays,PI,489399,384335,Guatemala,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: Tropical Lowland subcluster: xTropLowMixed race: Dzit_Bacal 2008ID: GUA_322,,,,,,,,,,

RIMMA0714,Zea,mays subsp. mays,Ames,28458,715005,Mexico,Chiapas,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Zapalote_Grande 2008ID: CHS_104,,,,,,,,,,

RIMMA0715,Zea,mays subsp. mays,Ames,28454,715001,Mexico,Chiapas,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Tehua 2008ID: CHS_204,,,,,,,,,,

RIMMA0716,Zea,mays subsp. mays,Ames,28459,715006,Mexico,Chiapas,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Zapalote_Grande 2008ID: CHS_224\ 8 seeds left,,,,,,,,,,

RIMMA0717,Zea,mays subsp. mays,PI,483926,378862,Mexico,Chiapas,,,,Chiapas,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Olotillo 2008ID: CHS_52,,,,,,,,,,

RIMMA0718,Zea,mays subsp. mays,PI,484805,379741,Mexico,Chiapas,,,,Chiapas,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Olotillo 2008ID: CHS_56,,,,,,,,,,

RIMMA0719,Zea,mays subsp. mays,PI,478974,373910,Mexico,Chiapas,,,,Chiapas,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Tepecintle 2008ID: CHS_76,,,,,,,,,,

RIMMA0720,Zea,mays subsp. mays,PI,489372,384308,Guatemala,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Negro_de_Tierra_Caliente 2008ID: GUA_101\ 7 seeds left,,,,,,,,,,

RIMMA0721,Zea,mays subsp. mays,Ames,28485,715032,Guatemala,Chiquimula,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Nal_Tel_ATB 2008ID: GUA_111\ 7 seeds left,,,,,,,,,,

RIMMA0722,Zea,mays subsp. mays,Ames,28564,715111,Guatemala,Jutiapa,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Dzit_Bacal 2008ID: GUA_131\ 7 seeds left,,,,,,,,,,

RIMMA0723,Zea,mays subsp. mays,Ames,28565,715112,Guatemala,Jutiapa,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Dzit_Bacal 2008ID: GUA_134,,,,,,,,,,

RIMMA0724,Zea,mays subsp. mays,PI,490826,385762,Guatemala,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Nal_Tel_BTB 2008ID: GUA_145,,,,,,,,,,

RIMMA0725,Zea,mays subsp. mays,PI,490827,385763,Guatemala,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Negro_de_Tierra_Caliente 2008ID: GUA_146,,,,,,,,,,

RIMMA0726,Zea,mays subsp. mays,PI,504073,399009,Guatemala,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Negro_de_Tierra_Caliente 2008ID: GUA_159,,,,,,,,,,

RIMMA0727,Zea,mays subsp. mays,Ames,28555,715102,Guatemala,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Comiteco 2008ID: GUA_241\ 7 seeds left,,,,,,,,,,

RIMMA0728,Zea,mays subsp. mays,PI,484969,379905,Guatemala,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Nal_Tel_BTB 2008ID: GUA_280,,,,,,,,,,

RIMMA0729,Zea,mays subsp. mays,PI,504090,399026,Guatemala,,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Tepecintle 2008ID: GUA_651\ 7 seeds left,,,,,,,,,,

RIMMA0730,Zea,mays subsp. mays,Ames,28517,715064,Guatemala,Sacatepequez,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Quicheno_Late 2008ID: GUA_871\ 7 seeds left,,,,,,,,,,

RIMMA0731,Zea,mays subsp. mays,PI,484137,379073,Mexico,Oaxaca,,,,Oaxaca,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Bolita 2008ID: OAX_40\ 7 seeds left,,,,,,,,,,

RIMMA0732,Zea,mays subsp. mays,Ames,28456,715003,Mexico,Oaxaca,,,,,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Zapalote_Chico 2008ID: OAX_48,,,,,,,,,,

RIMMA0733,Zea,mays subsp. mays,PI,479054,373990,Mexico,Oaxaca,,,,Oaxaca,,Traditional cultivar/landrace,Goodman,,cluster: xMixed subcluster: xMixed race: Zapalote_Chico 2008ID: OAX_50\ 7 seeds left,,,,,,,,,,

RIMMA0734,Zea,mays subsp. mays,Ames,26028,597271,,,,,,,Ill. Two,ear (from H.A. Wallace  Pioneer TEA54),Breeder's line,Edwards,,BSSS parent,,,,,,,,,

RIMMA0735,Zea,mays subsp. mays,,,,United States,,,,,,BSSS parent,Breeder's Line,Edwards,,BSSS parents; A3G,3,3,1,313),1,,,,,

RIMMA0736,Zea,mays subsp. mays,,,,United States,,,,,,BSSS parent,Breeder's Line,Edwards,,BSSS parents; Ill. 12E,,,,,,,,,,

RIMMA0737,Zea,mays subsp. mays,,,,United States,,,,,,BSSS parent,Breeder's Line,Edwards,,BSSS parents; I224,,,,,,,,,,

RIMMA0738,Zea,mays subsp. mays,,,,United States,,,,,,BSSS parent,Breeder's Line,Edwards,,BSSS parents; AH83,,,,,,,,,,

RIMMA0739,Zea,mays subsp. mays,,,,United States,,,,,,BSSS parent,Breeder's Line,Edwards,,BSSS parents; WD456,,,,,,,,,,

RIMMA0740,Zea,mays subsp. mays,,,,United States,,,,,,BSSS parent,Breeder's Line,Edwards,,BSSS parents; Oh3167B,,,,,,,,,,

RIMMA0741,Zea,mays subsp. mays,,,,United States,,,,,,CB parent,Breeder's Line,Edwards,,CB parents; BL345,,,,,,,,,,

RIMMA0742,Zea,mays subsp. mays,,,,United States,,,,,,BSSS parent,Breeder's Line,Edwards,,BSSS parents; Tr9,1,1,6,,,,,,,

RIMMA0743,Zea,mays subsp. mays,,,,United States,,,,,,CB parent,Breeder's Line,Edwards,,CB parents; CC5,,,,,,,,,,

RIMMA0744,Zea,mays subsp. mays,,,,United States,,,,,,Minn.13,Breeder's Line,Goodman,,C11; 10204,Feb-95,,,,,,,,,

RIMMA0745,Zea,mays subsp. mays,,,,United States,,,,,,N28 x B73,Breeder's Line,Goodman,,N196; 2842,3-Feb,,,,,,,,,

RIMMA0746,Zea,mays subsp. mays,,,,United States,,,,,,Iowa Stiff Stalk Synthetic,Breeder's Line,Goodman,,B69; 3091,Feb-00,,,,,,,,,

RIMMA0747,Zea,mays subsp. mays,,,,United States,,,,,,Funk 176A,Breeder's Line,Goodman,,AR4; 2737,3-Feb,,,,,,,,,

RIMMA0748,Zea,mays subsp. mays,,,,United States,,,,,,Lancaster Surecrop,Breeder's Line,Goodman,,L289; 275,4-May,,,,,,,,,

RIMMA0749,Zea,mays subsp. mays,,,,United States,,,,,,,Breeder's Line,Goodman,,FE2; 1441,5-Feb,,,,,,,,,

RIMMA0750,Zea,mays subsp. mays,,,,United States,,,,,,,Breeder's Line,Goodman,,LE773; 279,4-Apr,,,,,,,,,

RIMMA0751,Zea,mays subsp. mays,,,,United States,,,,,,K155_x_A321,Breeder's Line,Goodman,,PA884P; 2858,3-May,,,,,,,,,

RIMMA0752,Zea,mays subsp. mays,,,,United States,,,,,,,Breeder's Line,Goodman,,C13; 163,4-Feb,,,,,,,,,

RIMMA0753,Zea,mays subsp. mays,,,,United States,,,,,, (M14 x CI187,2)Oh45 x (Oh45A x Oh45T)Oh45,Breeder's Line,Goodman,,Oh545; 2854,3-Feb,,,,,,,,

RIMMA0754,Zea,mays subsp. mays,,,,United States,,,,,,Wisconsin #25,Breeder's Line,Goodman,,WD; 1573,4-Feb,,,,,,,,,

RIMMA0755,Zea,mays subsp. mays,,,,United States,,,,,,Iodent,Breeder's Line,Goodman,,IDT; 2803,3-Jan,,,,,,,,,

RIMMA0756,Zea,mays subsp. mays,,,,,,,,,,,Traditional cultivar/landrace,Doebley,,"MR17 (Pisankalla), 60 total kernels; 4 packets, including unknown and inbred generations S4 and S6",,,,,,,,,,

RIMMA0757,Zea,mays subsp. mays,,,,,,,,,,,Traditional cultivar/landrace,Doebley,,"MR29 (Conico Norteâo); 2 packets, inbred generation S3",,,,,,,,,,

RIMMA0757,Zea,mays subsp. mays,,,,,,,,,,,Traditional cultivar/landrace,Doebley,,"MR29 (Conico Norte?o); 2 packets, inbred generation S3",,,,,,,,,,

RIMMA0758,Zea,mays subsp. mays,,,,,,,,,,,Traditional cultivar/landrace,Doebley,,MR24 (Chullpi),,,,,,,,,,

RIMMA0759,Zea,mays subsp. mays,,,,,,,,,,,Traditional cultivar/landrace,Doebley,,MR30 (Conico),,,,,,,,,,

RIMMA076,Zea,mays subsp. mays,,,,,,,,,,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0760,Zea,mays subsp. mays,,,,,,,,,,,Traditional cultivar/landrace,Doebley,,MR31 (Dzit Bacal),,,,,,,,,,

RIMMA0761,Zea,mays subsp. mays,,,,,,,,,,,Traditional cultivar/landrace,Doebley,,MR32 (Morado),,,,,,,,,,

RIMMA0762,Zea,mays subsp. mays,,,,,,,,,,,Traditional cultivar/landrace,Doebley,,MR33 (Mountain Yellow); 1 packet inbred S3,,,,,,,,,,

RIMMA0763,Zea,mays subsp. mays,,,,,,17.2566,96.029,1877,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0764,Zea,mays subsp. mays,,,,,,17.2547,96.032,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0765,Zea,mays subsp. mays,,,,,,17.2585,96.0283,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0766,Zea,mays subsp. mays,,,,,,17.2603,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0767,Zea,mays subsp. mays,,,,,,17.2603,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0768,Zea,mays subsp. mays,,,,,,17.2566,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0769,Zea,mays subsp. mays,,,,,,17.2547,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0770,Zea,mays subsp. mays,,,,,,17.2585,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0771,Zea,mays subsp. mays,,,,,,17.2603,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0772,Zea,mays subsp. mays,,,,,,17.2626,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0773,Zea,mays subsp. mays,,,,,,17.2547,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0774,Zea,mays subsp. mays,,,,,,17.2585,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0775,Zea,mays subsp. mays,,,,,,17.2603,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0776,Zea,mays subsp. mays,,,,,,17.2618,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0777,Zea,mays subsp. mays,,,,,,17.2603,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0778,Zea,mays subsp. mays,,,,,,17.2603,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0779,Zea,mays subsp. mays,,,,,,17.2626,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0780,Zea,mays subsp. mays,,,,,,17.2626,,,Totontepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0782,Zea,mays subsp. mays,,,,,,,,,Oloton Reference,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0783,Zea,mays subsp. mays,,,,,,52.6847,,,Santiago Choapan,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0784,Zea,mays subsp. mays,,,,,,52.6072,,,Jalctepec de Candayoc ,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0785,Zea,mays subsp. mays,,,,,,50.5448,,,San Juan Comaltepec ,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0786,Zea,mays subsp. mays,,,,,,,,,Corn Project Reference,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0787,Zea,mays subsp. mays,,,,,,,,,Comercial Reference,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0788,Zea,mays subsp. mays,,,,,,17.3392,,,San Idelfenso Villa alta ,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0789,Zea,mays subsp. mays,,,,,,17.3812,,,Sta. Maria Temaxcalapa,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0790,Zea,mays subsp. mays,,,,,,17.3367,,,San Cristobal Lachirioag,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0791,Zea,mays subsp. mays,,,,,,17.31,,,San Francisco YateÃ©,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0792,Zea,mays subsp. mays,,,,,,17.2938,,,San Andres YaÃ¡,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0793,Zea,mays subsp. mays,,,,,,17.2939,,,San miguel de Metepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0794,Zea,mays subsp. mays,,,,,,17.2248,,,Santa Maria Tiltepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0795,Zea,mays subsp. mays,,,,,,17.2305,,,San Jose Chinantequilla,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

RIMMA0796,Zea,mays subsp. mays,,,,,,17.2803,,,Amatepec,,,Bennett,,Oaxacan landraces for study of Oloton; obtained under a Material Transfer Agreement with the community that does not allow distribution outside of UC collaborators.,,,,,,,,,,

